no,Folder(NamePlant),Giới (Kingdom),Nhánh (Clade),Không phân hạng,Bộ (Order),Họ (Family),Chi (Genus),Loài,Số lượng ảnh,Mô tả
1459,Cyperus_pilosus,Plantae,,"Angiospermae
Monocots",Poales,Cyperaceae,Cyperus,C. pilosus,100,Cyperus pilosus là loài thực vật có hoa trong họ Cói. Loài này được Vahl mô tả khoa học đầu tiên năm 1805.
1460,Cyperus_procerus,Plantae,,"Angiospermae
Monocots",Poales,Cyperaceae,Cyperus,C. procerus,99,Cyperus procerus là loài thực vật có hoa trong họ Cói. Loài này được Rottb. mô tả khoa học đầu tiên năm 1773.
1461,Cyperus_radians,Plantae,,"Angiospermae
Monocots",Poales,Cyperaceae,Cyperus,C. radians,100,Cyperus radians là loài thực vật có hoa trong họ Cói. Loài này được Nees & Meyen ex Kunth mô tả khoa học đầu tiên năm 1837.
1462,Cyperus_rupestris,Plantae,,"Angiospermae
Monocots",Poales,Cyperaceae,Cyperus,C. rupestris,100,Cyperus rupestris là loài thực vật có hoa trong họ Cói. Loài này được Kunth mô tả khoa học đầu tiên năm 1837.
1463,Cyperus_squarrosus,Plantae,,"Angiospermae
Monocots",Poales,Cyperaceae,Cyperus,C. squarrosus,100,Cyperus squarrosus là loài thực vật có hoa trong họ Cói. Loài này được L. mô tả khoa học đầu tiên năm 1756.
1464,Cyperus_tegetiformis,,,,,,,,100,"Cói là tên gọi của một nhóm thực vật trong họ Cói (Cyperaceae), chủ yếu thuộc chi Cyperus (cùng các loài lác, cú)."
1465,Cyperus_tenuispica,Plantae,,"Angiospermae
Monocots",Poales,Cyperaceae,Cyperus,C. tenuispica,100,Cyperus tenuispica là loài thực vật có hoa trong họ Cói. Loài này được Steud. mô tả khoa học đầu tiên năm 1854.
1466,Cyperus_thorelii,Plantae,,"Angiospermae
Monocots",Poales,Cyperaceae,Cyperus,C. thorelii,100,Cyperus thorelii là loài thực vật có hoa trong họ Cói. Loài này được E.G.Camus mô tả khoa học đầu tiên năm 1910.
1467,Cyperus_trialatus,Plantae,,"Angiospermae
Monocots",Poales,Cyperaceae,Cyperus,C. trialatus,98,Cyperus trialatus là loài thực vật có hoa trong họ Cói. Loài này được (Boeckeler) J.Kern mô tả khoa học đầu tiên năm 1954.
1468,Cyperus_zollingeri,Plantae,,"Angiospermae
Monocots",Poales,Cyperaceae,Cyperus,C. zollingeri,100,Cyperus zollingeri là loài thực vật có hoa trong họ Cói. Loài này được Steud. mô tả khoa học đầu tiên năm 1854.
1469,Cypripedium_subtropicum,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Cypripedium,C. subtropicum,100,Cypripedium subtropicum là một loài thực vật có hoa trong họ Lan. Loài này được S.C.Chen & K.Y.Lang mô tả khoa học đầu tiên năm 1986.
1470,Cyrtococcum_oxyphyllum,Plantae,,"Angiospermae
Monocots",Poales,Poaceae,Cyrtococcum,C. oxyphyllum,98,Cyrtococcum oxyphyllum là một loài thực vật có hoa trong họ Hòa thảo. Loài này được (Steud.) Stapf mô tả khoa học đầu tiên năm 1922.
1471,Cyrtococcum_trigonum,Plantae,,"Angiospermae
Monocots",Poales,Poaceae,Cyrtococcum,C. trigonum,96,Cyrtococcum trigonum là một loài thực vật có hoa trong họ Hòa thảo. Loài này được (Retz.) A.Camus mô tả khoa học đầu tiên năm 1921.
1472,Cyrtosia_nana,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Cyrtosia,C. nana,100,Cyrtosia nana là một loài thực vật có hoa trong họ Lan. Loài này được (Rolfe ex Downie) Garay mô tả khoa học đầu tiên năm 1986.
1473,Cyrtostachys_renda,Plantae,,"Angiospermae
Monocots
Commelinids",Arecales,Arecaceae,Cyrtostachys,C. renda,100,Cyrtostachys renda là loài thực vật có hoa thuộc họ Arecaceae. Loài này được Blume mô tả khoa học đầu tiên năm 1838.
1474,Dacrycarpus_imbricatus,Plantae,,Gymnospermae,Pinales,Podocarpaceae,Dacrycarpus,D. imbricatus,100,"Thông nàng hay còn gọi kim giao kết lợp, thông lông gà, bạch tùng, mạy hương (danh pháp khoa học: Dacrycarpus imbricatus) là một loài thực vật hạt trần trong họ Thông tre. Loài này được (Blume) de Laub. miêu tả khoa học đầu tiên năm 1969."
1475,Dacryodes_dungii,Plantae,,"Angiospermae
Eudicots",Sapindales,Burseraceae,Dacryodes,D. dungii,100,Dacryodes dungii là một loài thực vật có hoa trong họ Burseraceae. Loài này được Than & Yakovlev mô tả khoa học đầu tiên năm 1985.
1476,Dactyloctenium_aegyptium,Plantae,,"Angiospermae
Monocots",Poales,Poaceae,Dactyloctenium,D. aegyptium,100,Cỏ chân gà (danh pháp khoa học: Dactyloctenium aegyptium) là một loài thực vật có hoa trong họ Hòa thảo. Loài này được (L.) Willd. mô tả khoa học đầu tiên năm 1809.
1477,Daemonorops_mollispinus,,,,,,,,100,Daemonorops mollispina là loài thực vật có hoa thuộc họ Arecaceae. Loài này được J.Dransf. mô tả khoa học đầu tiên năm 2001.
1478,Dahlia_pinnata,Plantae,,"Angiospermae
Eudicots",Asterales,Asteraceae,Dahlia,D. pinnata,100,"Thược dược, thổ thược dược hay đại lệ cúc (danh pháp hai phần: Dahlia pinnata) là một loài thực vật có hoa trong họ Cúc. Loài này được Cav. mô tả khoa học đầu tiên năm 1791."
1479,Dalbergia_candenatensis,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Dalbergia,D. candenatensis,100,"Bài về loài thực vật khác cùng tên Me nước, xin xem thêm Pithecellobium dulce.Trắc một hạt hay còn gọi me nước (danh pháp khoa học: Dalbergia candenatensis) là một loài thực vật có hoa trong họ Đậu. Loài này được (Dennst.) Prain miêu tả khoa học đầu tiên."
1480,Dalbergia_cultrata,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Dalbergia,D. cultrata,100,"Cẩm sừng hay cẩm sừng trâu ( danh pháp hai phần: Dalbergia cultrata) là một loài thực vật có hoa trong họ Đậu. Loài này được Benth. miêu tả khoa học đầu tiên.Cây trưởng thành cao từ 15 đến 30 m. Có thân thẳng, tán thưa và hẹp. Loài này phân bố ở Myanmar, Cambodia, Laos, Thailand và Việt Nam. Nó đang bị đe dọa do mất môi trường sống và bị khai thác quá mức để làm gỗ xẻ."
1481,Dalbergia_dialoides,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Dalbergia,D. dialoides,100,Dalbergia dialoides là một loài thực vật có hoa trong họ Đậu. Loài này được (Pierre) Niyomdham miêu tả khoa học đầu tiên năm 1996.
1482,Dalbergia_entadioides,,,,,,,,100,"Dalbergia entadoides là một loài rau đậu thuộc họ Fabaceae.
Loài này có ở Campuchia, Lào, Thái Lan, và Việt Nam."
1483,Dalbergia_hainanensis,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Dalbergia,D. hainanensis,100,Dalbergia hainanensis là một loài thực vật có hoa trong họ Đậu. Loài này được Merr. & Chun miêu tả khoa học đầu tiên.
1484,Dalbergia_henryana,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Dalbergia,D. henryana,100,Dalbergia henryana là một loài thực vật có hoa trong họ Đậu. Loài này được Prain miêu tả khoa học đầu tiên.
1485,Dalbergia_lanceolaria,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Dalbergia,D. lanceolaria,100,Dalbergia lanceolaria là một loài thực vật có hoa trong họ Đậu. Loài này được L.f. miêu tả khoa học đầu tiên.
1486,Dalbergia_oliveri,Plantae,,,Fabales,Fabaceae,Dalbergia,D. oliveri,100,"Cẩm lai hay trắc lai (danh pháp hai phần: Dalbergia oliveri) là loài thực vật thuộc họ Đậu (Fabaceae).
Cây cẩm lai trưởng thành cao từ 15 m đến 30 m. Quả chứa một đến hai hạt, khi chín có màu nâu đến đen. Loài này phân bố ở Myanma, Thái Lan, Lào, Campuchia và Việt Nam. Nó đang bị đe dọa do mất môi trường sống và bị khai thác quá mức để làm gỗ xẻ.
Có tài liệu cho rằng Dalbergia oliveri còn có các danh pháp đồng nghĩa là Dalbergia bariensis Pierre; D. dongnaiensis Pierre; D. duperriana Pierre; D. mammosa Pierre với các tên tiếng Việt là cẩm lai bà rịa; cẩm lai đồng nai; cẩm lai vú; cẩm lai bông; cẩm lai mật."
1487,Dalbergia_pinnata,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Dalbergia,D. pinnata,100,Dalbergia pinnata là một loài thực vật có hoa trong họ Đậu. Loài này được (Lour.) Prain miêu tả khoa học đầu tiên.
1488,Dalbergia_rimosa,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Dalbergia,D. rimosa,100,"Trắc dây, (danh pháp khoa học: Dalbergia rimosa) là một loài thực vật có hoa trong họ Đậu. Loài này được Roxb. miêu tả khoa học đầu tiên.Cây bụi lớn hoặc dây leo, dài 10-15m. Nhánh non thường khúc khữu dạng sóng. Lá mọc cách, dạng lá kép lông chim lẻ, có từ 7-13 lá chét. Lá chét đính so-le trên cuống kép. Lá chét có phiến lá hình xoan thuôn. Khi lá chét khô có màu hơi đỏ mặt trên và xám mặt dưới. Hoa tự tán mọc ra từ nách lá. Tràng hoa có màu trắng hoặc ngả vàng. Quả dạng đậu dài 6–8 cm, mỗi quả chỉ có 1 hạt, hạt hình thận dẹp có kích thước 1,2 cm.
Phân bổ ven rừng hoặc ven suối. Vỏ cây có thể được dùng ăn trầu. Gỗ lâu năm cho vật liệu quý giá làm đồ nội thất nhỏ, thớ gỗ mịn hơn, hương thơm hơn loại gỗ Sưa thường gặp (Dalbergia tonkinensis)."
1489,Dalbergia_stipulacea,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Dalbergia,D. stipulacea,98,Dalbergia stipulacea là một loài thực vật có hoa trong họ Đậu. Loài này được Roxb. miêu tả khoa học đầu tiên.
1490,Dalbergia_tonkinensis,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Dalbergia,D. tonkinensis,98,"Sưa hay còn gọi trắc thối (danh pháp khoa học Dalbergia tonkinensis Prain), là một loài cây thân gỗ thuộc họ Đậu (Fabaceae) được Prain mô tả khoa học lần đầu năm 1901. Loài này từng có thời gian được xếp làm thứ thực vật của loài Dalbergia rimosa (trắc dây)."
1491,Dalbergia_vetulina,,,,,,,,95,Dalbergia velutina là một loài thực vật có hoa trong họ Đậu. Loài này được Benth. miêu tả khoa học đầu tiên.
1492,Dalbergia_volubilis,Plantae,,"Angiospermae
Eudicots
Rosids",Fabales,Fabaceae,Dalbergia,D. volubilis,100,Dalbergia volubilis là một loài thực vật có hoa trong họ Đậu. Loài này được Roxb. miêu tả khoa học đầu tiên.
1493,Dalechampia_bidentata,Plantae,,"Angiospermae
Eudicots",Malpighiales,Euphorbiaceae,Dalechampia,D. bidentata,94,Dalechampia bidentata là một loài thực vật có hoa trong họ Đại kích. Loài này được Blume mô tả khoa học đầu tiên năm 1826.
1494,Daphne_bholua,Plantae,,,Malvales,Thymelaeaceae,Daphne,D. bholua,100,"Dó bô lua (danh pháp hai phần: Daphne bholua) là một loài thực vật thuộc chi Thụy hương. Loài này mọc ở khu vực có độ cao 1.700-3.500 mét trên dãy Himalaya và các dãy núi lân cận, từ Nepal đến phía nam Trung Hoa. Tại khu vực thấp hơn nó là cây thường xanh ở các bìa rừng. Nó thường có chiều cao khoảng 2,5 mét, dù vài cá thể có thể cao 4 mét hoặc hơn."
1495,Daphniphyllum_himalayense,Plantae,,"Angiospermae
Eudicots",Saxifragales,Daphniphyllaceae,Daphniphyllum,D. himalayense,100,Daphniphyllum himalayense là một loài thực vật có hoa trong họ Daphniphyllaceae. Loài này được (Benth.) Müll.Arg. miêu tả khoa học đầu tiên năm 1869.
1496,Dasygrammitis_brevivenosa,Plantae,,,Polypodiales,Polypodiaceae,Dasygrammitis,D. brevivenosa,100,"Dasygrammitis brevivenosa là một loài dương xỉ trong họ Polypodiaceae. Loài này được Parris mô tả khoa học đầu tiên năm 2007.
Danh pháp khoa học của loài này chưa được làm sáng tỏ."
1497,Dasymaschalon_lomentaceum,Plantae,,"Angiospermae
Mesangiospermae",Magnoliales,Annonaceae,Dasymaschalon,D. lomentaceum,100,"Dasymaschalon lomentaceum là loài thực vật có hoa thuộc họ Na. Loài này được Achille Eugène Finet và François Gagnepain mô tả khoa học đầu tiên năm 1906.Loài này phổ biến rộng tại Thái Lan và Campuchia, có thể có ở cả Lào và Việt Nam. Môi trường sống là rừng thường xanh khô.
Là cây gỗ nhỏ, cao tới 5 m. Ra hoa tháng 1-10, tạo quả tháng 2-10. Mọc ở cao độ 0–150 m. Tên gọi tại Thái Lan là prong kiu."
1498,Dasymaschalon_robinsonii,Plantae,,"Angiospermae
Mesangiospermae",Magnoliales,Annonaceae,Dasymaschalon,D. robinsonii,100,"Mạo quả Robinson (danh pháp khoa học: Dasymaschalon robinsonii) là loài thực vật có hoa thuộc họ Na. Loài này được Suzanne Joves-Ast mô tả khoa học bằng tiếng Latinh lần đầu tiên năm 1940, dựa theo mô tả bằng tiếng Pháp của chính tác giả này năm 1938.Tên gọi D. robinsonii do Suzanne Ast công bố lần đầu tiên năm 1938 bằng tiếng Pháp trong Flore Générale de l'Indo-Chine, suppl. 1: 115 -  theo quy định từ năm 1935 trở đi là không có hiệu lực (nom. inval.)."
1499,Dasymaschalon_sootepensis,,,,,,,,100,Dasymaschalon sootepense là loài thực vật có hoa thuộc họ Na. Loài này được William Grant Craib mô tả khoa học đầu tiên năm 1912.
1500,Dasymaschalon_tueanum,Plantae,,"Angiospermae
Mesangiospermae",Magnoliales,Annonaceae,Dasymaschalon,D. tueanum,100,Mạo quả Đắk Lắk (danh pháp khoa học: Dasymaschalon tueanum) là loài thực vật có hoa thuộc họ Na. Loài này được Nguyễn Tiến Bân mô tả khoa học đầu tiên năm 2000.
1501,Datura_inoxia,Plantae,,"Angiospermae
Eudicots",Solanales,Solanaceae,Datura,D. innoxia,100,Cà độc dược gai tù (tên khoa học Datura innoxia hoặc inoxia) là loài thực vật có hoa trong họ Cà. Loài này được Mill. mô tả khoa học đầu tiên năm 1768.
1502,Datura_stramonium,Plantae,,"Angiospermae
Eudicots",Solanales,Solanaceae,Datura,D. stramonium,100,"Cà độc dược lùn hay mạn đà la (hoa tía), tên khoa học: Datura stramonium, là loài thực vật có hoa trong họ Cà. Loài này được L. mô tả khoa học đầu tiên năm 1753."
1503,Davidia_involucrata,Plantae,,"Angiospermae
Eudicots",Cornales,Cornaceae,DavidiaBaillon,D. involucrata,100,"Davidia involucrata là một loài thực vật có hoa trong họ Cornaceae. Loài này được Baill. miêu tả khoa học đầu tiên năm 1871. Đôi khi loài này được đặt trong họ Nyssaceae, nhưng đôi khi cùng với dogwood trong họ Cornaceae, và vẫn chưa xác định tình trạng họ của nó là Davidiaceae. Đây là loài bản địa của Trung Nam và Tây Nam Trung Quốc từ Hồ Bắc đến miền Nam Cam Túc, về phía nam đến Quý Châu, Tứ Xuyên và Vân Nam."
1504,Debregeasia_longifolia,Plantae,,"Angiospermae
Eudicots",Rosales,Urticaceae,Debregeasia,D. longifolia,100,Debregeasia longifolia là loài thực vật có hoa trong họ Tầm ma. Loài này được (Burm.f.) Wedd. mô tả khoa học đầu tiên năm 1869.
1505,Debregeasia_wallichiana,Plantae,,"Angiospermae
Eudicots",Rosales,Urticaceae,Debregeasia,D. wallichiana,95,Debregeasia wallichiana là loài thực vật có hoa trong họ Tầm ma. Loài này được (Wedd.) Wedd. mô tả khoa học đầu tiên năm 1857.
1506,Decaspermum_gracilentum,Plantae,,"Angiospermae
Eudicots",Myrtales,Myrtaceae,Decaspermum,D. gracilentum,100,Decaspermum gracilentum là một loài thực vật có hoa trong Họ Đào kim nương. Loài này được (Hance) Merr. & L.M.Perry mô tả khoa học đầu tiên năm 1938.
1507,Decaspermum_parviflorum,Plantae,,"Angiospermae
Eudicots",Myrtales,Myrtaceae,Decaspermum,D. parviflorum,100,Decaspermum parviflorum là một loài thực vật có hoa trong Họ Đào kim nương. Loài này được (Lam.) A.J.Scott mô tả khoa học đầu tiên năm 1979.
1508,Deeringia_polysperma,Plantae,,"Angiospermae
Eudicots",Caryophyllales,Amaranthaceae,Deeringia,D. polysperma,100,Deeringia polysperma là loài thực vật có hoa thuộc họ Dền. Loài này được (Roxb.) Moq. mô tả khoa học đầu tiên năm 1849.
1509,Dehaasia_caesia,Plantae,,"Angiospermae
Magnoliidae",Laurales,Lauraceae,Dehaasia,D. caesia,100,Dehaasia caesia là loài thực vật có hoa trong họ Nguyệt quế. Loài này được Blume miêu tả khoa học đầu tiên năm 1851.
1510,Dehaasia_curtisii,,,,,,,,100,"Vào ngày 29 tháng 1 năm 2010, Sách đỏ IUCN đã công bố danh mục loài thực vật cực kì nguy cấp gồm 1701 loài, phân loài, giống gốc, tiểu quần thể cực kỳ nguy cấp."
1511,Dehaasia_kurzii,Plantae,,"Angiospermae
Magnoliidae",Laurales,Lauraceae,Dehaasia,D. kurzii,99,Dehaasia kurzii là loài thực vật có hoa trong họ Nguyệt quế. Loài này được King ex Hook.f. miêu tả khoa học đầu tiên năm 1886.
